iter	RMSE
455	9.800809236
456	9.798241606
457	9.79535195
458	9.794019386
459	9.791716597
460	9.789532526
461	9.788706646
462	9.787090174
463	9.785884049
464	9.784893298
465	9.78254612
466	9.780745471
467	9.77787384
468	9.776096314
469	9.775154819
470	9.772073614
471	9.76877597
472	9.76746161
473	9.766099335
474	9.764633059
475	9.763450105
476	9.761026812
477	9.759155791
478	9.757068222
479	9.756086635
480	9.754392877
481	9.752714552
482	9.75056693
483	9.748105083
484	9.743999205
485	9.742366539
486	9.74097839
487	9.738168884
488	9.736629229
489	9.735038725
490	9.732290601
491	9.729111241
492	9.72821468
493	9.727316076
494	9.725412812
495	9.724100229
496	9.722986117
497	9.72177952
498	9.719684355
499	9.71829217
500	9.716928111
501	9.716155065
502	9.715162163
503	9.713901875
504	9.711731868
505	9.710858778
506	9.709311196
507	9.70841229
508	9.706936549
509	9.705594832
510	9.703976137
511	9.702213218
512	9.699876112
513	9.698387002
514	9.694786014
515	9.69379117
516	9.692859968
517	9.691667219
518	9.691162538
519	9.689398964
520	9.687393576
521	9.685220385
522	9.684002382
523	9.678722731
524	9.67733497
525	9.676144151
526	9.675011649
527	9.672931021
528	9.667965249
529	9.666806665
530	9.666188636
531	9.663182257
532	9.662213636
533	9.65909044
534	9.658315255
535	9.657013386
536	9.654683724
537	9.653654621
538	9.651790475
539	9.649548707
540	9.645315979
541	9.644592725
542	9.641465106
543	9.639665471
544	9.637793191
545	9.636377403
546	9.635947558
547	9.635406255
548	9.634055441
549	9.632102065
550	9.630842072
551	9.629616433
552	9.628960632
553	9.626570517
554	9.624617931
555	9.623553478
556	9.622247007
557	9.621582756
558	9.621002563
559	9.618625659
560	9.61641592
561	9.614561078
562	9.612713914
563	9.611465427
564	9.610411919
565	9.608502823
566	9.608060531
567	9.607393163
568	9.606277944
569	9.605097254
570	9.604702308
571	9.603905089
572	9.601297283
573	9.598173908
574	9.597318465
575	9.596718543
576	9.594173338
577	9.59350664
578	9.591865586
579	9.589288462
580	9.586840385
581	9.585606762
582	9.583995482
583	9.582304439
584	9.581455947
585	9.579228766
586	9.577815069
587	9.576083275
588	9.574881538
589	9.574117538
590	9.573229409
591	9.571334089
592	9.569165695
593	9.566334597
594	9.565446638
595	9.562959035
596	9.561035372
597	9.560296981
598	9.559795844
599	9.55849859
600	9.557637091
601	9.555851985
602	9.554213322
603	9.553550972
604	9.552338762
605	9.551692406
606	9.549686236
607	9.546035241
608	9.54550512
609	9.545032564
610	9.544435773
611	9.542593814
612	9.541916924
613	9.538615992
614	9.536931942
615	9.534735955
616	9.532796914
617	9.531103912
618	9.529905619
619	9.528448878
620	9.52673708
621	9.525341861
622	9.523442043
623	9.522828043
624	9.52201323
625	9.519912423
626	9.518868491
627	9.51719118
628	9.515111948
629	9.513603741
630	9.513021137
631	9.511724947
632	9.510364902
633	9.50904651
634	9.507956664
635	9.50737838
636	9.50633601
637	9.504017434
638	9.503328639
639	9.50033042
640	9.499610928
641	9.4981756
642	9.496963827
643	9.496169017
644	9.495331704
645	9.492972736
646	9.491349972
647	9.489914174
648	9.48900791
649	9.488235126
650	9.487159934
651	9.485544772
652	9.485005431
653	9.484425311
654	9.484123547
655	9.482915966
656	9.482144923
657	9.480742671
658	9.478686278
659	9.477951487
660	9.476474911
661	9.475180703
662	9.473474283
663	9.472954295
664	9.471990394
665	9.470923662
666	9.468957451
667	9.467161514
668	9.465686753
669	9.46444795
670	9.463166941
671	9.461149626
672	9.460516233
673	9.45897588
674	9.455713922
675	9.454637612
676	9.452687724
677	9.451502526
678	9.45106975
679	9.449966152
680	9.448769551
681	9.447109157
682	9.44642034
683	9.445858633
684	9.444802313
685	9.442568091
686	9.44171557
687	9.440806747
688	9.438886998
689	9.437921039
690	9.437604324
691	9.436311732
692	9.4357098
693	9.434713846
694	9.433908859
695	9.432484154
696	9.430948636
697	9.429210904
698	9.427056075
699	9.425061706
700	9.423278213
701	9.420860818
702	9.420000915
703	9.41897175
704	9.418491041
705	9.416940428
706	9.41569622
707	9.414279741
708	9.413283385
709	9.411278922
710	9.410138204
711	9.408616761
712	9.407886714
713	9.407153835
714	9.405893143
715	9.405089157
716	9.404208452
717	9.402927914
718	9.4016468
719	9.400398539
720	9.398762834
721	9.397090942
722	9.395906195
723	9.394381359
724	9.39304701
725	9.391767622
726	9.390859246
727	9.390211465
728	9.389252152
729	9.388373911
730	9.387268694
731	9.386294002
732	9.385101585
733	9.384581936
734	9.383642311
735	9.381901753
736	9.380867172
737	9.379816322
738	9.379492806
739	9.378401573
740	9.376230487
741	9.374980804
742	9.373534583
743	9.372268694
744	9.370374361
745	9.369423181
746	9.368666096
747	9.367448502
748	9.366445222
749	9.365314789
750	9.364437707
751	9.363049737
752	9.36235701
753	9.361018806
754	9.360107637
755	9.35893807
756	9.357553375
757	9.3557034
758	9.353572396
759	9.352429092
760	9.351588567
761	9.350213006
762	9.348285547
763	9.347358013
764	9.346562452
765	9.346156527
766	9.345345165
767	9.343852556
768	9.343089289
769	9.342268342
770	9.34145118
771	9.340327488
772	9.339178285
773	9.338702372
774	9.337955486
775	9.337015171
776	9.334811866
777	9.334188986
778	9.333690226
779	9.333246298
780	9.332314471
781	9.331123946
782	9.330517424
783	9.329876742
784	9.329428384
785	9.327972352
786	9.327570266
787	9.325927785
788	9.324562943
789	9.323453509
790	9.323000574
791	9.322695677
792	9.321576529
793	9.320919694
794	9.319900625
795	9.318720313
796	9.31727262
797	9.316694184
798	9.315938777
799	9.315170191
